paper_id,first_author,publication_year,title,publication,period,game_primary,franchise,er_code,er_confidence,kf_primary,kf_coprimary,nc_level,abstract_accessed,indigenous_paper,pokemon_cluster,irr_sample,training_set,coder_notes
Dyer2021,Dyer,2021,"“In You All Things”: Biblical Influences on Story, Gameplay, and Aesthetics in Guerrilla Games’ Horizon Zero Dawn",Journal for Interdisciplinary Biblical Studies,2020-2022,,Horizon,,,,,,N,N,N,Y,,
Falkenhayner2021,Falkenhayner,2021,Futurity as an Effect of Playing Horizon: Zero Dawn (2017),Humanities,2020-2022,,None,,,,,,N,N,N,,,
Fisher2021,Fisher,2021,Could Nintendo’s Animal Crossing be a tool for conservation messaging?,People and Nature,2020-2022,,AnimalCrossing,,,,,,N,N,N,,,
Galloway2021,Galloway,2021,"Climate Games, the Blue Humanities, and Listening to the Deep-Sea Ecosystems in Games in a Time of Ecological Crisis",AMP: American Music Perspective,2020-2022,,None,,,,,,N,N,N,,,
Gericke2021,Gericke,2021,The rise of the wildlife gamer: How game experiences can influence the future of conservation interest,The rise of the wildlife gamer: How game experiences can influence the future of conservation interest,2020-2022,,None,,,,,,N,N,N,,,
Green2021,Green,2021,"Longing, Ruin, and Connection in Hideo Kojima’s Death Stranding","Longing, Ruin, and Connection in Hideo Kojima’s Death Stranding",2020-2022,,None,,,,,,N,N,N,,,
Guanio-Uluru2021,Guanio-Uluru,2021,Embodying Environmental Relationship: A Comparative Ecocritical Analysis of Journey and Unravel,Ecozon@,2020-2022,,None,,,,,,N,N,N,,,
Gusland2021,Gusland,2021,Video Games and Sustainability Transformations: Exploring the Potential for Empowered Subjectivities through Virtual Experience A Qualitative Case Study of Eco,dissertation,2020-2022,,None,,,,,,N,N,N,Y,,
Hubertová2021,Hubertová,2021,Reflection on Environmental Issues in Mainstream Video Games: Asking Players,dissertation,2020-2022,,None,,,,,,N,N,N,Y,,
Kinder2021,Kinder,2021,"Gaming Extractivism: Indigenous Resurgence, Unjust Infrastructures, and the Politics of Play in Elizabeth LaPensee's Thunderbird Strike",Canadian Journal of Communication,2020-2022,,NeverAlone-Thunderbird,,,,,,N,Y,N,,,
Korhonen2021,Korhonen,2021,A Final Fantasy of eco-lifestyle - A case study of environmental agency in two video games,dissertation,2020-2022,,FinalFantasy,,,,,,N,N,N,,,
Laato2021,Laato,2021,Central Themes of the Pokémon Franchise and why they Appeal to Humans,Proceedings of the 54th Hawaii International Conference on System Sciences,2020-2022,,Pokémon,,,,,,N,N,N,Y,,
Li2021,Li,2021,Urban Green Space Analysis on UBC Vancouver Campus: Integrating virtual gaming technology to map cultural use and biodiversity value of urban green space,dissertation,2020-2022,,None,,,,,,N,N,N,,,
Long2021,Long,2021,The gathering storm of progress,Science Fiction Film and Television,2020-2022,,None,,,,,,N,N,N,,,
Marinho2021,Marinho,2021,Floral gigantism in the Pokémon world,Journal of Geek Studies,2020-2022,,Pokémon,,,,,,N,N,Y,,,
May2021,May,2021,Confronting Ecological Monstrosity: Contemporary Video Game Monsters and the Climate Crisis,M/C Journal,2020-2022,,None,,,,,,N,N,N,,,
O'Krent2021,O'Krent,2021,Welcome to the Field: Cultural Capital for Videogames and the Ecofeminist Position-Taking of Horizon Zero Dawn,Journal of World Literature,2020-2022,,Horizon,,,,,,N,N,N,,,
opdeBeke2021,op de Beke,2021,"Pastoral Videogames: Industry, Entropy, Elegy",Ecocene: Cappadocia Journal of Environmental Humanities,2020-2022,,None,,,,,,N,N,N,,,
Pratama2021,Pratama,2021,Mono-no-Aware Game Design Aesthetic for Ecological Empathy: The Case of “Ghost of Tsushima” the Video Game,3rd International Conference on Biospheric Harmony Advanced Research (ICOBAR) 2021,2020-2022,,None,,,,,,N,N,N,,,
Quirk2021,Quirk,2021,Island Time in Lockdown: Animal Crossing: New Horizons’ Slow Culture and Its Shinto Source,"Journal of Religion, Media and Digital Culture",2020-2022,,AnimalCrossing,,,,,,N,N,N,,,
Ruffino2021,Ruffino,2021,Nonhuman Games: Playing in the Post-Anthropocene,"Death, Culture & Leisure: Playing Dead",2020-2022,,None,,,,,,N,N,N,,,
Saaty2021a,Saaty,2021,A Study on Pokémon GO: Exploring the Potential of Location-based Mobile Exergames in Connecting Players with Nature,"Extended Abstracts of the 2021 Annual Symposium on Computer-Human Interaction in Play (CHI PLAY ’21), October 18-21, 2021, Virtual Event, Austria",2020-2022,,Pokémon,,,,,,N,N,N,Y,,
Saaty2021b,Saaty,2021,Exergames and Nature,Proceedings of the NatureHCI 2021 workshop,2020-2022,,None,,,,,,N,N,N,,,
Salvador2021,Salvador,2021,The giant snails of ARK: Survival Evolved,Journal of Geek Studies,2020-2022,,None,,,,,,N,N,Y,,,
Santacreu2021,Santacreu,2021,Représentation critique de la nature dans les jeux vidéo post-apocalyptiques : étude du jeu The Last of Us,dissertation,2020-2022,,LastOfUs,,,,,,N,N,N,,,
Seranda2021,Seranda,2021,The Obligatory Underwater Level: Posthuman Genealogy of Amphibian Human in Media,Corpus Mundi,2020-2022,,None,,,,,,N,N,N,,,
Silk2021,Silk,2021,The implications of digital visual media for human-nature relationships,People and Nature,2020-2022,,None,,,,,,N,N,N,,,
Sindelar2021,Sindelar,2021,From petishism to rewilding: Representations of wildlife in interactive media,Journal of Environmental Media,2020-2022,,None,,,,,,N,N,N,,,
Takemoto2021,Takemoto,2021,A Typology of Digital Games Focusing on Potential Contributions to Communicating United Nations Sustainable Development Goals,"Economit Journal: Accountancy, Management and Finance",2020-2022,,None,,,,,,N,N,N,,,
Tregonning2021,Tregonning,2021,Balancing Act: Playing Video Game Ecologies,Performance of the Real,2020-2022,,None,,,,,,N,N,N,,,
Vuong2021a,Vuong,2021,A Multinational Data Set of Game Players' Behaviors in a Virtual World and Environmental Perceptions,Data Intelligence,2020-2022,,None,,,,,,N,N,N,,,
Vuong2021b,Vuong,2021,On the environment-destructive probabilistic trends: A perceptual and behavioral study on video game players,Technology in Society,2020-2022,,None,,,,,,N,N,N,Y,,
Wander2021,Wander,2021,Nature Versus Player: Skyrim Players and Modders as Ecological Force,Being Dragonborn: Critical Essays on The Elder Scrolls V: Skyrim,2020-2022,,None,,,,,,N,N,N,,,
Williams2021,Williams,2021,The Use of Poetry in Horizon Zero Dawn,Popular Culture Review,2020-2022,,Horizon,,,,,,N,N,N,Y,,
Wood2021,Wood,2021,Green Games Guide: An action plan for the sector,Green Games Guide: An action plan for the sector,2020-2022,,None,,,,,,N,N,N,,,
Abraham2022,Abraham,2022,What Is an Ecological Game?,Digital Games After Climate Change,2020-2022,,None,,,,,,N,N,N,,,
Aghoro2022,Aghoro,2022,On Postapocalyptic Frontiers in Horizon,Video Games and Spatiality in American Studies,2020-2022,,None,,,,,,N,N,N,,,
Baer2022,Baer,2022,Virtually (Re)Constructed Reality: The Representation of Physical Space in Commercial Location-Based Games,"25th International Academic Mindtrek conference (Academic Mindtrek 2022), November 16–18, 2022, Tampere, Finland",2020-2022,,None,,,,,,N,N,N,,,
Barton2022,Barton,2022,Creating Climate Conscious Players: Final Fantasy VII’s Ecoactivist Fan Communities,Przegląd Kulturoznawczy,2020-2022,,FinalFantasy,,,,,,N,N,N,,,
Caracciolo2022,Caracciolo,2022,Ecologies of Interactive Narrative,Contemporary Fiction and Climate Uncertainty: Narrating Unstable Futures,2020-2022,,None,,,,,,N,N,N,,,
Cox2022,Cox,2022,Sustainability in City-Building Games,Proceedings of DiGRA 2022,2020-2022,,None,,,,,,N,N,N,Y,,
Davis2022,Davis,2022,An Overview of Environmental Themes in the Video Game Industry,The Geographical Bulletin,2020-2022,,None,,,,,,N,N,N,,,
Eggertsson2022,Eggertsson,2022,Life as a Lynx: a Digital Animal Story,Squirrelling: Human-Animal Studies in the Nortthern-European Region,2020-2022,,None,,,,,,N,N,N,,,
ElGhilali2022,El Ghilali,2022,The Emergent Aspect of Climate Change in Video Games: A Historical Review,International Conference on Interfaces and Human Computer Interaction,2020-2022,,None,,,,,,N,N,N,,,
Endreß2022,Endreß,2022,Pokémon GO and Landscape,The Social Construction of Landscapes in Games,2020-2022,,Pokémon,,,,,,N,N,N,,,
Galloway2022,Galloway,2022,Decolonizing Game Audio and Approaching Sound in Digital Storytelling,Sonic Identities at the Margins,2020-2022,,None,,,,,,N,Y,N,,,
García-Cardona2022,García-Cardona,2022,La isla como paraíso y el impacto turístico en las islas Baleares: Un estudio a través de la crónica novelada Balearia y del videojuego Alba: A Wildlife Adventure,VISUAL REVIEW: International Visual Culture Review,2020-2022,,None,,,,,,N,N,N,,,
Güman2022,Güman,2022,The Biopolitics of the Colossus,Journal of Arteoloji,2020-2022,,None,,,,,,N,N,N,,,
Harwood2022,Harwood,2022,The digital brush paints a flourishing world: enacting religion and aesthetic traditions in Ōkami,Journal of Contemporary Religion,2020-2022,,None,,,,,,N,N,N,,,
Hawley2022,Hawley,2022,Young Explorers in Virtual Ecosystems: Environmental Empathy in Animated and Digital Worlds,"Environmental Communication for Children: Media, Young Audiences, and the More-Than-Human World",2020-2022,,None,,,,,,N,N,N,,,
Heise2022,Heise,2022,Grand Theft Eco,Resilience: A Journal of the Environmental Humanities,2020-2022,,None,,,,,,N,N,N,,,
Ho2022a,Ho,2022,Good ethics cannot stop me from exploiting: The good and bad of anthropocentric attitudes in a game environment,Ambio,2020-2022,,None,,,,,,N,N,N,,,
Ho2022b,Ho,2022,"Virtual tree, real impact: how simulated worlds associate with the perception of limited resources",Humanities & Social Sciences Communications,2020-2022,,None,,,,,,N,N,N,,,
Hood2022,Hood,2022,Developing an ecocentric mind-set through exploration and role-play within online virtual worlds,The Ecological Citizen: Confronting human supremacy,2020-2022,,None,,,,,,N,N,N,,,
Horsten2022,Horsten,2022,What did I just learn?: How commercial video games could underhandedly teach players environmental sustainability,dissertation,2020-2022,,None,,,,,,N,N,N,,,
Jørgensen2022,Jørgensen,2022,Walking and Worlding: Trails as Storylines in Video Games,Pathways: Exploring the Routes of a Movement Heritage,2020-2022,,None,,,,,,N,N,N,,,
King2022,King,2022,"The Voice Not from Rivia: Silence, Ecofeminism, and Their Limits in The Witcher Series",dissertation,2020-2022,,None,,,,,,N,N,N,Y,,
Laato2022a,Laato,2022,Balancing the Augmented Experience: Design Tensions in the Location-Based Game Pikmin Bloom,"CHI Conference on Human Factors in Computing Systems Extended Abstracts (CHI ’22 Extended Abstracts), April 29-May 5, 2022",2020-2022,,Pikmin,,,,,,N,N,N,,,
Laato2022b,Laato,2022,"Gamification of forest-going: Opportunities for players, landowners and the forest industry",Proceedings of the 6th International GamiFIN Conference,2020-2022,,None,,,,,,N,N,N,,,
Loydell2022,Loydell,2022,"The Non-Human: Agency, Play and the Anthropocene",dissertation,2020-2022,,None,,,,,,N,N,N,,,
Mensah-Bonsu2022,Mensah-Bonsu,2022,Green Game Jam Player Survey 2022: First steps to understanding our audiences,Green Game Jam Player Survey 2022: First steps to understanding our audiences,2020-2022,,None,,,,,,N,N,N,,,
Milesi2022,Milesi,2022,Posthumanism and Digital Gaming,Palgrave Handbook of Critical Posthumanism,2020-2022,,None,,,,,,N,N,N,,,
Miner2022,Miner,2022,Critical Protocols in Indigenous Gamespace,Games and Culture,2020-2022,,None,,,,,,N,Y,N,,,
Miranda2022,Miranda,2022,Educação ambiental e engajamento do jogador em “Alba: A Wild Adventure”,Extended Proceedings of the XXI Brazilian Symposium on Games and Digital Entertainment,2020-2022,,None,,,,,,N,N,N,,,
Nijtmans2022,Nijtmans,2022,The Inevitable Fate of the “Dragonborn:” Selling Player Agency in The Elder Scrolls,Video Games and Spatiality in American Studies,2020-2022,,None,,,,,,N,N,N,,,
opdeBeke2022,op de Beke,2022,Griefing the Climate Apocalypse in Eco,First Person Scholar,2020-2022,,None,,,,,,N,N,N,,,
Rosa2022,Rosa,2022,Pokécrustacea: the crustacean-inspired Pokémon,Journal of Geek Studies,2020-2022,,Pokémon,,,,,,N,N,Y,Y,,
Salvador2022,Salvador,2022,Cicadas in Japanese video games and anime,Journal of Geek Studies,2020-2022,,None,,,,,,N,N,Y,,,
Sarges2022,Sarges,2022,Pokémon como ferramenta de divulgação científica em diferentes universos,Botânica Pública,2020-2022,,Pokémon,,,,,,N,N,N,,,
Seller2022,Seller,2022,Ugly Death: Rotting with the More-than-human in The Last of Us Part II (2020),Revenant: Critical and Creative Studies of the Supernatural,2020-2022,,LastOfUs,,,,,,N,N,N,Y,,
Shah2022,Shah,2022,Using the Metaverse to Connect and Protect the Natural World,Stanford Social Innovation Review,2020-2022,,None,,,,,,N,N,N,,,
Smith2022,Smith,2022,Commentary: Colonialist Values in Animal Crossing and Their Implications for Conservation,Highlights of Sustainability,2020-2022,,AnimalCrossing,,,,,,N,N,N,Y,,
Tait2022,Tait,2022,Nonscalability and generating digital outer space natures in No Man’s Sky,EPE: Nature and Space,2020-2022,,None,,,,,,N,N,N,,,
Thibault2022a,Thibault,2022,Forests in Digital Games-An Ecocritical Framework,FDG '22: Proceedings of the 17th International Conference on the Foundations of Digital Games,2020-2022,,None,,,,,,N,N,N,,,
Thibault2022b,Thibault,2022,"ROOT, Woodland Ideologies in a Fantasy Game",FDG '22: Proceedings of the 17th International Conference on the Foundations of Digital Games,2020-2022,,None,,,,,,N,N,N,,,
UNEP2022,UNEP,2022,Playing for the Planet Annual Impact Report 2021,Playing for the Planet Annual Impact Report 2021,2020-2022,,None,,,,,,N,N,N,,,
vanAs2022,van As,2022,Environmental ethics in video games: How video games Equilinox and Everything embody the transition from an anthropocentric to an ecological worldview,dissertation,2020-2022,,None,,,,,,N,N,N,,,
Ventomäki2022,Ventomäki,2022,Representation of nature in Red Dead Redemption 2,dissertation,2020-2022,,RDR2,,,,,,N,N,N,,,
Villarejo-Carballido2022,Villarejo-Carballido,2022,Key Competences for Lifelong Learning through the “Animal Crossing: New Horizons” Video Game,Future Internet,2020-2022,,AnimalCrossing,,,,,,N,N,N,,,
Wallin2022,Wallin,2022,Game Preserves: Digital Animals at the Brink of the Post-Anthropocene,Green Letters: Studies in Ecocriticism,2020-2022,,None,,,,,,N,N,N,,,
Whittle2022,Whittle,2022,The Environmental Game Design Playbook,The Environmental Game Design Playbook,2020-2022,,None,,,,,,N,N,N,,,
Zimmermann2022,Zimmermann,2022,Ethical Boredom in the Wilderness,Video Games and Spatiality in American Studies,2020-2022,,None,,,,,,N,N,N,Y,,
Amadori2023,Amadori,2023,Gaming for Ecological Activism: A Multidimensional Model for Networks Articulated Through Video Games,Games and Culture,2023-2025,,None,,,,,,N,N,N,,,
Best2023,Best,2023,Digital Game Ecologies: Posthuman Convergences in Abzû and Horizon: Zero Dawn,Feminist Posthumanism in Contemporary Science Fiction Film and Media,2023-2025,,None,,,,,,N,N,N,,,
Blower2023,Blower,2023,"Ecological Outlaws: Slow Violence and Natural Encounter, from the Arcade Western to Rockstar's Digital Frontier","Red Dead Redemption: History, Myth, and Violence in the Video Game West",2023-2025,,None,,,,,,N,N,N,,,
Boisvert-Bondu2023,Boisvert-Bondu,2023,Repenser la conscientisation aux enjeux écologiques dans l’industrie du jeu vidéo à partir de Freire,Sciences du jeu,2023-2025,,None,,,,,,N,N,N,,,
Burton2023,Burton,2023,"Vibrant Media Matter: Video Games, Social Media and Ecological Justice",dissertation,2023-2025,,None,,,,,,N,N,N,,,
Butkiewicz2023,Butkiewicz,2023,Analysis of Potential Educational Areas of Pokémon Go! Game Use Based on Mini FGI Method,Roczniki Nauk Społecznych,2023-2025,,Pokémon,,,,,,N,N,N,,,
Carlin2023,Carlin,2023,Into the Not-So-Wild World of Pokémon,Edge Effects,2023-2025,,Pokémon,,,,,,N,N,N,,,
Carral-Murrieta2023,Carral-Murrieta,2023,From reality to fiction: cnidarians that inspire the Pokémon world,Journal of Geek Studies,2023-2025,,Pokémon,,,,,,N,N,Y,,,
Coroller2023,Coroller,2023,Video games as a tool for ecological learning: the case of Animal Crossing,Ecosphere,2023-2025,,AnimalCrossing,,,,,,N,N,N,,,
Deckard2023,Deckard,2023,Extractive Gothic,The Edinburgh Companion to Globalgothic,2023-2025,,None,,,,,,N,N,N,,,
Echaroux2023,Echaroux,2023,Emanuele Coccia: «Il faut que l’écologie embrasse l’esprit ludique propre au jeu vidéo»,Usbek & Rica,2023-2025,,None,,,,,,N,N,N,,,
Farca2023,Farca,2023,Farming a Cosy Utopia: A Regenerative Escape to Simpler Times,Proceedings of DiGRA 2023,2023-2025,,None,,,,,,N,N,N,Y,,
Fizek2023,Fizek,2023,Greening Games Education: A Report on Teaching and Researching Environmental Sustainability in the Context of Video Games,Greening Games Education: A Report on Teaching and Researching Environmental Sustainability in the Context of Video Games,2023-2025,,None,,,,,,N,N,N,,,
Fraile-Jurado2023,Fraile-Jurado,2023,Geographical Aspects of Open-World Video Games,Games and Culture,2023-2025,,None,,,,,,N,N,N,,,
Freye2023,Freye,2023,Ecocritical Agency in I Was a Teenage Exocolonist,Games and Culture,2023-2025,,None,,,,,,N,N,N,,,
Galloway2023,Galloway,2023,So You’re Going on a “Short” Hike? Sensory Awareness and Listening to Ecoregions in A Short Hike,Music and the Moving Image,2023-2025,,None,,,,,,N,N,N,,,
Gislam2023,Gislam,2023,The Effect of the Non-Human on the Generation of Narrative and Space in Digital Games,dissertation,2023-2025,,None,,,,,,N,N,N,,,
Gómez-Martínez2023,Gómez-Martínez,2023,"Dark wings, bright insights: a comprehensive analysis of corvid species in Pokémon games",Journal of Geek Studies,2023-2025,,Pokémon,,,,,,N,N,Y,Y,,
Harrington2023,Harrington,2023,Modern Transcendentalist Vision: How Video Game Red Dead Redemption 2 World Builds Visions of America’s Environmental Past and Future,Humanities Core,2023-2025,,RDR2,,,,,,N,N,N,Y,,
Heijmen2023,Heijmen,2023,It's Not Always About You: The Subject and Ecological Entanglement in Video Games,Games and Culture,2023-2025,,None,,,,,,N,N,N,,,
HomoLudens2023,Homo Ludens,2023,Saving the Planet One Game at A Time,Proceedings of DiGRA 2023,2023-2025,,None,,,,,,N,N,N,Y,,
Imbierowicz2023,Imbierowicz,2023,Humanist Delusion in Games,Proceedings of DiGRA 2023,2023-2025,,None,,,,,,N,N,N,,,
Jayaraman2023,Jayaraman,2023,Design Principles to Foster Respect for Nature in Video Games,dissertation,2023-2025,,None,,,,,,N,N,N,,,
Jolly2023,Jolly,2023,Assessing the Extent to Which Players Can Build Sustainable Cities in the Digital City-Builder Game “Cities: Skylines”,Sustainability,2023-2025,,None,,,,,,N,N,N,,,
Kurniawan2023,Kurniawan,2023,Promoting Ecological Awareness in Metal Gear Solid V: Social Semiotic Approach,"Language Literacy: Journal of Linguistics, Literature, and Language Teaching",2023-2025,,None,,,,,,N,N,N,,,
Kvist2023,Kvist,2023,A Crisis of the Imagination: Games as a Tool for Visualizing Potential Futures,dissertation,2023-2025,,None,,,,,,N,N,N,Y,,
Laato2023a,Laato,2023,How Location-Based Games Incentivize Moving About: A Study in the Context of Nature-Going,Proceedings of the ACM on Human-Computer Interaction,2023-2025,,None,,,,,,N,N,N,,,
Laato2023b,Laato,2023,How location-based gaming affects players' nature and forest experiences,Proceedings of the 56th Hawaii International Conference on System Sciences,2023-2025,,None,,,,,,N,N,N,,,
Larreina‑Morales2023,Larreina‑Morales,2023,Video games for environmental awareness: the accessibility gap,Universal Access in the Information Society,2023-2025,,None,,,,,,N,N,N,,,
Loring2023,Loring,2023,"""Uncanny, Monstrous, and Sublime"": ecoGothic Transformations in Horror Video Games",Aeternum: The Journal of Contemporary Gothic Studies,2023-2025,,None,,,,,,N,N,N,,,
Lu2023a,Lu,2023,Blooming Engagement in Flower: Computational Analysis of Player Experience on Steam,Proceedings of the 54th Conference of the International Simulation and Gaming Association,2023-2025,,None,,,,,,N,N,N,,,
Lu2023b,Lu,2023,Human-Environment Relationships in Alba: A Typological Analysis of Player Engagement in Steam Reviews,Proceedings of DiGRA 2023,2023-2025,,None,,,,,,N,N,N,,,
Marchal2023,Marchal,2023,An Environmentalists' Economy: Why Positive Game Economies Appeal to the Modern Gamer,North Texas Journal of Undergraduate Research,2023-2025,,None,,,,,,N,N,N,,,
Marín-Rubio2023,Marín-Rubio,2023,El videojuego como herramienta en el método utópico para entrenar la imaginación crítica,dissertation,2023-2025,,None,,,,,,N,N,N,,,
May2023,May,2023,From Aesthetics to Asymmetry: Contradictions of Ecological Play in Cities: Skylines,Games and Culture,2023-2025,,None,,,,,,N,N,N,,,
Morawski2023,Morawski,2023,Gaming & Geography (Education): A Model of Reflexive Analysis of Space & Action in Video Games,European Journal of Geography,2023-2025,,None,,,,,,N,N,N,,,
Patout2023,Patout,2023,L’influence du rapport à l’écologie sur la pratique ludique des joueur·euses de jeux vidéo : étude de cas au sein du jeu Eco,dissertation,2023-2025,,None,,,,,,N,N,N,,,
Roncken2023,Roncken,2023,How Players Interact with Sustainability in Eco,dissertation,2023-2025,,None,,,,,,N,N,N,,,
Salvador2023a,Salvador,2023,An unexpected bird in Honkai: Star Rail and China’s war on sparrows,Journal of Geek Studies,2023-2025,,None,,,,,,N,N,Y,,,
Salvador2023b,Salvador,2023,The snails of Super Mario Bros.Wonder,Journal of Geek Studies,2023-2025,,None,,,,,,N,N,Y,,,
Seller2023,Seller,2023,"Boring Lizards: Ludic Management, Affect and Ambivalence",Cinergie: Il Cinema E Le Altre Arti,2023-2025,,None,,,,,,N,N,N,,,
Sena2023,Sena,2023,Designing Learning Activities in Minecraft for Formal Education in Geography,International Journal of Emerging Technologies in Learning (IJET),2023-2025,,Minecraft,,,,,,N,N,N,Y,,
Silva2023,Silva,2023,"Narratives of environmental crisis in Chrono Cross: settler colonialism, inter-species conflicts, and environmental injustice",preprint,2023-2025,,None,,,,,,N,Y,N,,,
UNEP2023,UNEP,2023,Playing for the Planet Annual Impact Report 2022,Playing for the Planet Annual Impact Report 2022,2023-2025,,None,,,,,,N,N,N,,,
Wessbo2023,Wessbo,2023,Human vs Environment: An Ecolinguistic Analysis of the Game Valheim from a Didactic Perspective,Confero,2023-2025,,None,,,,,,N,N,N,,,
Zhou2023,Zhou,2023,参与式文化视角下生态科普游戏化研究——基于联合国“玩游戏·救地球”项目分析,科普研究,2023-2025,,None,,,,,,N,N,N,,,
Andrade2024,Andrade,2024,Paisagem Virtual e os Green Game Jam no Enfrentamento à Crise Ambiental,LICERE - Revista Do Programa De Pós-graduação Interdisciplinar Em Estudos Do Lazer,2023-2025,,None,,,,,,N,N,N,,,
Backe2024,Backe,2024,Between the Lines: Using Differential Game Analysis to Develop Environmental Thinking,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Baerg2024,Baerg,2024,No Animals Were Harmed in the Playing of This Game: Hunting Ethics in Virtual Space,Society & Animals,2023-2025,,None,,,,,,N,N,N,,,
Bianchi2024a,Bianchi,2024,A Field Guide to Monsters: Practices of Wildlife Watching in Video Games,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,Y,,
Bianchi2024b,Bianchi,2024,Beyond Barren Wastelands: The Greening of the Post-apocalypse in Video Games,Journal of Games Criticism,2023-2025,,None,,,,,,N,N,N,,,
Bianchi2024c,Bianchi,2024,Playing the Animal: Imagining the Nonhuman Animal in Two-Dimensional Action and Adventure Games,Animals and Science Fiction,2023-2025,,None,,,,,,N,N,N,,,
Borra2024,Borra,2024,"Exploring Uncharted Territory in an Adventure-Diving Game: A Framing Analysis of Subnautica’s Ecological Dead Zone, the Surrounding Online Player Discussions and User-generated Content",dissertation,2023-2025,,None,,,,,,N,N,N,,,
Breitling2024,Breitling,2024,Virtual Laboratories: Mesocosms and Gameworlds,Theory of Science,2023-2025,,None,,,,,,N,N,N,Y,,
Bódi2024,Bódi,2024,"The Duality of Cozy Games: Cozy Agency, Neoliberalism, and Affect",Replay,2023-2025,,None,,,,,,N,N,N,,,
Caracciolo2024,Caracciolo,2024,Radical Digital Fishing: From Minigames to Bad Environmentalism,Proceedings of DiGRA 2024,2023-2025,,None,,,,,,N,N,N,,,
Cash2024,Cash,2024,“The Crystals’ Blessing”: Technogaianism and Skepticism in Final Fantasy and Stranger of Paradise,Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,FinalFantasy,,,,,,N,N,N,,,
Chang2024,Chang,2024,Where the Model Ends,Configurations,2023-2025,,None,,,,,,N,N,N,,,
Cheyne2024,Cheyne,2024,The power of gibbon songs: Going beyond the research to inform conservation actions,American Journal of Primatology,2023-2025,,None,,,,,,N,N,N,Y,,
Clayton2024,Clayton,2024,Virtual Nature and the Future of the Wild,The Heart of the Wild,2023-2025,,None,,,,,,N,N,N,Y,,
Cook2024,Cook,2024,The Sonic Environments of Medieval(ist) Games,Music and Sonic Environments in Video Games: Listening to and Performing Ludic Soundscapes,2023-2025,,None,,,,,,N,N,N,,,
Crowley2024,Crowley,2024,Playing farmer: At the intersections of neo-liberal capitalism and ecocriticism in Stardew Valley,Journal of Gaming & Virtual Worlds,2023-2025,,StardewValley,,,,,,N,N,N,,,
Daiiani2024a,Daiiani,2024,Eco-Game Design Lessons for Climate Communication: Augmenting Players’ Environmentalism,2024 IEEE Conference on Games,2023-2025,,None,,,,,,N,N,N,,,
Daiiani2024b,Daiiani,2024,Evaluating the Impact of Gameful Design on Pro-Environmental Attitudes: Beyond Blue as Intervention,Proceedings of the 19th International Conference on the Foundations of Digital Games (FDG 2024),2023-2025,,BeyondBlue,,,,,,N,N,N,,,
Drage2024,Drage,2024,Euarthropod diversity in Pokémon: searching for the ancestral type,Journal of Geek Studies,2023-2025,,Pokémon,,,,,,N,N,Y,,,
DuBose2024,DuBose,2024,Chernobylite: A Light in the Exclusion Zone,Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,None,,,,,,N,N,N,,,
Duckert2024,Duckert,2024,"Climate Change Ethics in Harvestella: Weirding, Disquietude, Choice",Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,None,,,,,,N,N,N,,,
Emmerich2024,Emmerich,2024,Playing for a Better Future: How Animal Avatars Influence the Attitude of Players,Proceedings of the ACM on Human-Computer Interaction,2023-2025,,None,,,,,,N,N,N,,,
Faucher2024,Faucher,2024,Call Me Corvo: Reading Kinship in Dishonored Through the Lens of Moby-Dick,Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,None,,,,,,N,N,N,Y,,
Feng2024,Feng,2024,How Game Ecology Drives Player Choices in Strategy Video Games: An Environmental Determinism Perspective,Simulation & Gaming,2023-2025,,None,,,,,,N,N,N,,,
Fishman2024,Fishman,2024,Online Games Can Deepen Our Attention to Ecology: Some of the best conservation tools embrace the desire to play,Sierra,2023-2025,,None,,,,,,N,N,N,,,
Fizek2024,Fizek,2024,Nature Playing: On the Experience of Contemplating Technologically Mediated Nature within the Game World of Riders Republic,Games and Culture,2023-2025,,None,,,,,,N,N,N,Y,,
Fox2024,Fox,2024,“The Face of Extinction”: On Haunted Futures with Machine-Animals,Animals and Science Fiction,2023-2025,,None,,,,,,N,N,N,,,
Fraile-Jurado2024,Fraile-Jurado,2024,Toward Realism: An Analysis of Coastal Environments in Open-World Video Games,Simulation & Gaming,2023-2025,,None,,,,,,N,N,N,,,
Frelik2024,Frelik,2024,Green New Worlds? Ecology and Energy in Planetary Colonization Games,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,Y,,
Gabrielaitis2024,Gabrielaitis,2024,“Beavers don’t walk on roads”: Beaver-play for more-than-human cartographies,Proceedings of the 8th International GamiFIN Conference,2023-2025,,None,,,,,,N,N,N,,,
Galloway2024a,Galloway,2024,"Indigenous-Designed Pixels, Circuits, and Game Music and Sound",The Oxford Handbook of Video Game Music and Sound,2023-2025,,None,,,,,,N,Y,N,,,
